Path,noche,soleado,nublado,lluvia,neblina,sombras
Alajuela-GeneralCanas-Belen-tarde\000000194.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000195.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000196.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000197.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000198.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000199.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000200.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000201.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000202.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000203.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000204.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000205.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000206.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000207.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000208.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000209.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000210.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000211.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000212.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000213.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000214.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000215.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000216.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000217.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000218.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000219.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000220.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000221.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000222.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000223.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000224.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000225.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000226.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000227.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000228.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000229.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000230.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000231.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000232.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000233.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000234.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000235.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000236.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000237.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000238.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000239.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000240.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000241.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000242.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000243.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000244.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000245.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000246.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000247.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000248.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000249.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000250.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000251.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000252.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000253.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000254.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000255.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000256.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000257.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000258.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000259.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000260.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000261.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000262.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000263.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000264.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000265.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000266.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000267.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000268.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000269.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000270.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000271.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000272.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000273.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000274.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000275.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000276.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000277.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000278.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000279.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000280.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000281.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000282.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000283.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000284.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000285.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000286.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000287.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000288.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000289.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000290.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000291.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000292.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000293.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000294.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000295.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000296.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000297.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000298.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000299.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000300.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000301.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000302.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000303.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000304.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000305.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000306.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000307.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000308.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000309.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000310.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000311.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000312.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000313.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000314.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000315.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000316.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000317.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000318.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000319.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000320.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000321.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000322.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000323.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000324.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000325.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000326.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000327.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000328.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000329.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000330.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000331.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000332.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000333.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000334.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000335.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000336.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000337.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000338.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000339.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000340.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000341.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000342.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000343.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000344.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000345.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000346.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000347.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000348.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000349.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000350.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000351.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000352.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000353.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000354.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000355.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000356.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000357.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000358.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000359.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000360.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000361.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000362.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000363.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000364.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000365.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000366.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000367.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000368.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000369.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000370.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000371.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000372.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000373.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000374.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000375.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000376.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000377.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000378.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000379.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000380.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000381.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000382.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000383.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000384.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000385.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000386.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000387.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000388.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000389.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000390.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000391.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000392.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000393.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000394.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000395.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000396.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000397.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000398.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000399.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000400.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000401.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000402.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000403.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000404.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000405.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000406.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000407.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000408.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000409.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000410.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000411.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000412.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000413.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000414.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000415.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000416.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000417.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000418.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000419.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000420.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000421.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000422.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000423.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000424.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000425.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000426.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000427.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000428.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000429.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000430.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000431.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000432.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000433.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000434.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000435.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000436.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000437.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000438.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000439.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000440.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000441.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000442.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000443.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000444.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000445.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000446.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000447.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000448.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000449.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000450.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000451.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000452.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000453.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000454.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000455.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000456.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000457.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000458.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000459.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000460.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000461.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000462.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000463.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000464.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000465.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000466.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000467.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000468.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000469.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000470.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000471.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000472.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000473.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000474.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000475.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000476.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000477.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000478.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000479.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000480.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000481.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000482.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000483.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000484.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000485.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000486.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000487.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000488.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000489.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000490.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000491.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000492.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000493.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000494.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000495.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000496.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000497.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000498.png,0,1,0,0,0,1
Alajuela-GeneralCanas-Belen-tarde\000000499.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000500.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000501.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000502.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000503.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000504.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000505.png,0,1,0,0,0,0
Alajuela-GeneralCanas-Belen-tarde\000000506.png,0,1,0,0,0,0
Alajuela-UTN-lluvia\000000000.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000001.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000002.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000003.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000004.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000005.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000006.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000007.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000008.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000009.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000010.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000011.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000013.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000015.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000016.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000017.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000018.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000019.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000020.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000021.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000023.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000026.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000029.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000032.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000034.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000035.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000036.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000037.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000038.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000039.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000040.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000042.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000043.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000044.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000046.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000047.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000048.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000050.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000051.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000052.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000053.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000054.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000055.png,0,0,1,1,0,0
Alajuela-UTN-lluvia\000000056.png,0,0,1,1,0,0
